timestamp,entry_id,title,video_ids,status,detail
2026-04-14 20:20:39,17179246901369006509,甲状腺機能異常の鑑別診断 ─ TSH×FT4パターン分類と系統的アプローチ,4285LNgMKZk,ok,https://hinyan1016.hatenablog.com/entry/2026/03/25/162707
2026-04-14 20:20:41,17179246901327094310,二日酔い対策ガイド：メカニズムから予防・対処法まで,3iBAAaQZ_M8,ok,https://hinyan1016.hatenablog.com/entry/2025/11/30/164447
2026-04-14 20:20:43,17179246901368742238,低栄養患者に「どんどん栄養を入れる」のは正しいか ― 再栄養症候群と急性期栄養管理の考え方,gF850PO5oag,ok,https://hinyan1016.hatenablog.com/entry/2026/03/24/205734
2026-04-14 20:20:45,17179246901368702300,前庭神経炎 ― 脳卒中を除外しながら考える急性めまいの臨床診断,Mnbr7FJ8KsQ,ok,https://hinyan1016.hatenablog.com/entry/2026/03/24/184115
2026-04-14 20:20:47,17179246901368126684,YouTube動画 特集 ─ 鑑別診断シリーズ & 医学教育コンテンツ,gE0R2TesRdY|VAMOoKOANdo|k6DCQupLKW8|H51WbhyPImo|2AA4OcsC9TE|YdI3hDxdAe4|jCXl4mTGS7Y|kq9QrtequiQ|-o2FXNaLI1I|svMXL9SmQqw|zIKob1frTcE|ij9sWSqjQlU|uOD9jNa9qdU|lGSGQp2lJio|IVsX8g3CqLU|01W8TXISTek|4LNjRLeXXmE|9Np7S0n6dAk|yaKPEFWdQDA|1_Squ8Y2R5g|MwC0lGcOpuo|TGsGHdFKODw,ok,https://hinyan1016.hatenablog.com/entry/2026/03/23/051617
2026-04-14 20:20:49,17179246901368051004,意識消失発作（TLOC）の鑑別診断 — 失神・てんかん・PNESを見極める系統的アプローチ,9Np7S0n6dAk,ok,https://hinyan1016.hatenablog.com/entry/2026/03/22/220206
2026-04-14 20:20:51,17179246901367959744,貧血の鑑別診断 ─ MCV分類と8ステップで系統的に迫る,MwC0lGcOpuo,ok,https://hinyan1016.hatenablog.com/entry/2026/03/22/171026
2026-04-14 20:20:53,17179246901367798523,肝機能障害（トランスアミナーゼ上昇）の鑑別診断 ─ 7ステップで系統的に迫る,TGsGHdFKODw,ok,https://hinyan1016.hatenablog.com/entry/2026/03/22/074748
2026-04-14 20:20:55,17179246901367138398,高カルシウム血症の鑑別診断：PTHを軸にした実践的アプローチ,svMXL9SmQqw,ok,https://hinyan1016.hatenablog.com/entry/2026/03/20/125143
2026-04-14 20:20:57,17179246901367041186,不明熱（FUO）の鑑別：病型・病因群・PDCで進める実践的アプローチ,1_Squ8Y2R5g,ok,https://hinyan1016.hatenablog.com/entry/2026/03/20/082431
2026-04-14 20:20:59,17179246901366732794,パーキンソン病における誤嚥性肺炎：早期から予測し、予防する合併症,H51WbhyPImo,ok,https://hinyan1016.hatenablog.com/entry/2026/03/19/113452
2026-04-14 20:21:01,17179246901366726390,歩行障害・協調運動障害の鑑別診断｜神経診察で局在を絞る実践的アプローチ,YdI3hDxdAe4,ok,https://hinyan1016.hatenablog.com/entry/2026/03/19/110951
2026-04-14 20:21:04,17179246901366027709,急性胸痛の鑑別診断：まず危険なものから外す実践的アプローチ,zIKob1frTcE,ok,https://hinyan1016.hatenablog.com/entry/2026/03/18/001634
2026-04-14 20:21:06,17179246901365687036,正座から立ち上がると、なぜクラッとするのか ― 立ちくらみが起こる理由と、気をつけたいサイン,k6DCQupLKW8,ok,https://hinyan1016.hatenablog.com/entry/2026/03/17/060041
2026-04-14 20:21:08,17179246901365568074,呼吸困難（息切れ）の鑑別診断：重症度・時間経過・病態群で組み立てる実践的アプローチ,gE0R2TesRdY,ok,https://hinyan1016.hatenablog.com/entry/2026/03/16/194738
2026-04-14 20:21:10,17179246901365092569,意識障害の鑑別：局在・病態・時間軸で整理する実践的アプローチ,ij9sWSqjQlU,ok,https://hinyan1016.hatenablog.com/entry/2026/03/15/125012
2026-04-14 20:21:12,17179246901365023443,めまいの鑑別：時間経過・誘因・眼球運動から組み立てる実践的アプローチ,VAMOoKOANdo,ok,https://hinyan1016.hatenablog.com/entry/2026/03/15/090118
2026-04-14 20:21:14,17179246901365016347,頭痛の鑑別 ── 二次性頭痛を先に拾い、一次性頭痛を積極的に診断する,IVsX8g3CqLU,ok,https://hinyan1016.hatenablog.com/entry/2026/03/15/083259
2026-04-14 20:21:17,17179246901364310352,動物園のゾウはどうやって運ぶのか！？,4LNjRLeXXmE,ok,https://hinyan1016.hatenablog.com/entry/2026/03/13/184534
2026-04-14 20:21:19,17179246901363991053,自己免疫疾患CAR-Tの全体像  ：神経内科医のための整理,01W8TXISTek,ok,https://hinyan1016.hatenablog.com/entry/2026/03/12/103828
2026-04-14 20:21:21,17179246901363689098,全身浮腫の鑑別診断 — 系統的アプローチ,kq9QrtequiQ,ok,https://hinyan1016.hatenablog.com/entry/2026/03/11/143022
2026-04-14 20:21:23,17179246901363557917,EAN 2024ガイドライン（発表は2026年）：無症候性・乏症候性高CK血症の診断アプローチ,lGSGQp2lJio,ok,https://hinyan1016.hatenablog.com/entry/2026/03/11/060732
2026-04-14 20:21:25,17179246901363135229,レカネマブ投与を検討していた高齢者で心房細動（Af）が見つかったらどうするか,jCXl4mTGS7Y,ok,https://hinyan1016.hatenablog.com/entry/2026/03/10/122240
2026-04-14 20:21:27,17179246901362915025,帯状疱疹は「皮膚の病気」ではない ― 神経障害の全体像を理解する,uOD9jNa9qdU,ok,https://hinyan1016.hatenablog.com/entry/2026/03/10/063521
2026-04-14 20:21:29,17179246901362344716,エーリッヒ・フロム『愛するということ』をわかりやすく読む — 愛は「気持ち」ではなく「育てる力」である,yaKPEFWdQDA,ok,https://hinyan1016.hatenablog.com/entry/2026/03/09/033450
2026-04-14 20:21:31,17179246901362390549,五十肩の非薬物療法 ― 外来で使える実践ガイド,2AA4OcsC9TE,ok,https://hinyan1016.hatenablog.com/entry/2026/03/08/203506
2026-04-14 20:21:33,17179246901361733683,Claude4.6opus(claude code)にきいてみた【幸福とは何か──「いい人生」を自分の言葉で語るために】,zzCrc2S8GC0,ok,https://hinyan1016.hatenablog.com/entry/2026/03/07/044726
2026-04-14 20:21:36,17179246901361217842,外傷・術後の抗てんかん薬：いつ始めて、いつ止めるか,JTDxrR4iXkQ,ok,https://hinyan1016.hatenablog.com/entry/2026/03/05/185910
2026-04-14 20:21:38,17179246901361211386,くも膜嚢胞（Arachnoid Cyst）の臨床総説 — 定義・疫学・病態生理・治療・再発,BHfLP1Nx5T4,ok,https://hinyan1016.hatenablog.com/entry/2026/03/05/183646
2026-04-14 20:21:40,17179246901361012443,めまいに有効な「前庭リハビリ」とは何か ― 脳神経内科医が知っておくべき基本と実践 ―,HF2RVg6QUyg,ok,https://hinyan1016.hatenablog.com/entry/2026/03/05/065757
2026-04-14 20:21:42,17179246901360758546,脳神経内科医がよく遭遇する「誤解」10選 — 外来で何度も説明すること,2xJttKmi9rk,ok,https://hinyan1016.hatenablog.com/entry/2026/03/04/103556
2026-04-14 20:21:44,17179246901360752701,脳神経内科医がよく遭遇する「漫然検査」10選 — その検査、本当に必要ですか？,fA09g864pcI,ok,https://hinyan1016.hatenablog.com/entry/2026/03/04/101113
2026-04-14 20:21:46,17179246901360743608,脳神経内科医がよく遭遇する「漫然処方薬」10選 — その薬、本当に必要ですか？,kCzQLaW01oU,ok,https://hinyan1016.hatenablog.com/entry/2026/03/04/093107
2026-04-14 20:21:48,17179246901360741954,脳循環代謝改善薬は本当に必要か？ ― 脳梗塞慢性期で「漫然投与」を見直すための実践ガイド,FEnTd0u3lrk,ok,https://hinyan1016.hatenablog.com/entry/2026/03/04/092253
2026-04-14 20:21:50,17179246901360681993,日本で使える花粉症の抗アレルギー薬ガイド（2026年3月時点）,8R3xjAs8owQ,ok,https://hinyan1016.hatenablog.com/entry/2026/03/04/031647
2026-04-14 20:21:52,17179246901360547433,花粉症なのに果物で口がかゆい？ ― 花粉食物アレルギー症候群（PFAS）をわかりやすく解説 ―,PVZ9uOA4BOA,ok,https://hinyan1016.hatenablog.com/entry/2026/03/03/182951
2026-04-14 20:21:54,17179246901360420481,【やさしく解説】個人情報保護法の「3年ごと見直し」で何が変わる？ ― 2026年1月の制度改正方針を徹底解説,2aD_p4WUy8k,ok,https://hinyan1016.hatenablog.com/entry/2026/03/03/114423
2026-04-14 20:21:56,17179246901360322442,眼瞼けいれん（ブレファロスパズム）の実践的総説,_JLB9LfaFHE,ok,https://hinyan1016.hatenablog.com/entry/2026/03/03/051916
2026-04-14 20:21:58,17179246901360317705,急性期病院から回復期リハビリ・療養型病院への転院時における抗てんかん薬切替の総合分析,F4sVl-WiEtg,ok,https://hinyan1016.hatenablog.com/entry/2026/03/03/043040
2026-04-14 20:22:01,17179246901359990374,受精卵への遺伝子編集――医療の福音か、人類への問いかけか,0tCtR_jO0aA,ok,https://hinyan1016.hatenablog.com/entry/2026/03/02/055927
2026-04-14 20:22:02,17179246901359809975,「誰を助けるか」を問い直す ― 医療費48兆円時代の資源配分論,KSZedkR252E,ok,https://hinyan1016.hatenablog.com/entry/2026/03/01/164259
2026-04-14 20:22:05,17179246901359623374,【徹底解説】救急・集中治療における生命維持治療の終了／差し控えに関する4学会合同ガイドライン（パブリックコメント版）,NJ3swEu5TQo,ok,https://hinyan1016.hatenablog.com/entry/2026/03/01/051721
2026-04-14 20:22:06,17179246901359269935,金縛り（睡眠麻痺）を脳神経内科医が医学的に解説：怖いけれど、多くは「病気ではない」現象です,qc1SQvFBtNk,ok,https://hinyan1016.hatenablog.com/entry/2026/02/28/062454
2026-04-14 20:22:09,17179246901359257390,ブリーバラセタム静注製剤（ブリィビアクト静注25mg）徹底解説 ── 臨床・薬学的視点から,iGbmDO5oeCY,ok,https://hinyan1016.hatenablog.com/entry/2026/02/28/033415
2026-04-14 20:22:11,17179246901358893752,脳神経領域の線維芽細胞と線維性瘢痕が面白い理由と再生医療への応用,dPtcEvfAPHk,ok,https://hinyan1016.hatenablog.com/entry/2026/02/27/021111
2026-04-14 20:22:13,17179246901358722615,脳のミクログリアって何？ ─ 少し深掘り,KMDTub-sXz8,ok,https://hinyan1016.hatenablog.com/entry/2026/02/26/151006
2026-04-14 20:22:14,17179246901358720741,アドレノメデュリン（AM）と脳神経領域への応用 ― 血管を守るペプチドの可能性,SeW8VCkAXR8,ok,https://hinyan1016.hatenablog.com/entry/2026/02/26/150249
2026-04-14 20:22:16,17179246901358672989,仕事の疲れをとる「エビデンスのある方法」 ― 忙しい医療者にも実践可能な、科学的に支持された回復戦略 ―,RIEN4QKMV8s,ok,https://hinyan1016.hatenablog.com/entry/2026/02/26/115020
2026-04-14 20:22:19,17179246901358597003,メトホルミンの糖尿病治療以外の用途に関する最新エビデンスと臨床応用可能性（2026年2月時点）,t12-hOxnGUs,ok,https://hinyan1016.hatenablog.com/entry/2026/02/26/052406
2026-04-14 20:22:21,17179246901358281594,宇宙医学の最前線,5dfU574yPJs,ok,https://hinyan1016.hatenablog.com/entry/2026/02/25/121915
2026-04-14 20:22:23,17179246901358095947,寝違え（急性頸部痛・寝違え症候群）の医学的解説と安全な対処法,6i5Dm1nIrTQ,ok,https://hinyan1016.hatenablog.com/entry/2026/02/24/185136
2026-04-14 20:22:25,17179246901357937383,人間ドックの検査項目：費用対効果が高い検査の見極めと、これから注目される技術,4z59o-T6v00,ok,https://hinyan1016.hatenablog.com/entry/2026/02/24/085849
2026-04-14 20:22:27,17179246901357932477,受験本番直前にできること：前日・当日の実務チェックガイド,D5RR0ukd584,ok,https://hinyan1016.hatenablog.com/entry/2026/02/24/083752
2026-04-14 20:22:29,17179246901357886856,頭痛の非薬物療法：生活習慣の改善で頭痛をコントロールする,pp6V9j4BmLI,ok,https://hinyan1016.hatenablog.com/entry/2026/02/24/030954
2026-04-14 20:22:31,17179246901357662017,花粉症治療の最新動向【統合版】,ZxxWaWQrmbo,ok,https://hinyan1016.hatenablog.com/entry/2026/02/23/152401
2026-04-14 20:22:33,17179246901357512729,新規抗うつ薬ザズベイ®（ズラノロン）：GABA作動性という新たなアプローチ,TnNvvpGKwIU,ok,https://hinyan1016.hatenablog.com/entry/2026/02/23/062056
2026-04-14 20:22:35,17179246901357501275,治らない神経疾患の告知戦略：絶望を希望へと昇華させる対話の極意,aAGnrvlsRIc,ok,https://hinyan1016.hatenablog.com/entry/2026/02/23/043315
2026-04-14 20:22:37,17179246901356446612,てんかんに対するVNS・DBS・RNS治療を「機序」と「エビデンス」から解説,RIjiIbEOA_E,ok,https://hinyan1016.hatenablog.com/entry/2026/02/20/060049
2026-04-14 20:22:39,17179246901356436861,てんかんにおける食事療法の実際 ― ケトン食・修正アトキンス食・低GI食の位置づけ ―,m8iOgS6P1Yw,ok,https://hinyan1016.hatenablog.com/entry/2026/02/20/041519
2026-04-14 20:22:41,17179246901356340034,🌸 華道入門ガイド ― 歴史・流派・用具・生け方・学び方を初心者向けに,AfftusiJfto,ok,https://hinyan1016.hatenablog.com/entry/2026/02/19/195344
2026-04-14 20:22:43,17179246901356287929,医療安全活動を成功させる方法,UqyZZx8IGpI,ok,https://hinyan1016.hatenablog.com/entry/2026/02/19/164508
2026-04-14 20:22:45,17179246901356113581,"「日本の金を売れば財政が良くなる？」──国家の""最後の保険""としての金準備を考える",uCWMzOZxmFE,ok,https://hinyan1016.hatenablog.com/entry/2026/02/19/045614
2026-04-14 20:22:47,17179246901355301082,    ドラマのような記憶喪失は本当にあるのか？ ― 脳神経内科医が臨床経験から考える ― ,7tD0Yfx15qs,ok,https://hinyan1016.hatenablog.com/entry/2026/02/17/013750
2026-04-14 20:22:49,17179246901354967057,成人NF1治療薬の最新動向と展望,ZerptVoSk-c,ok,https://hinyan1016.hatenablog.com/entry/2026/02/16/015132
2026-04-14 20:22:51,17179246901354966902,パーキンソン病とは？ ― 症状・原因・治療を専門医がやさしく解説 ―,2vub3DSEjVc,ok,https://hinyan1016.hatenablog.com/entry/2026/02/16/014958
2026-04-14 20:22:53,17179246901354626499,「3億円の薬」は本当に効くのか？― DMD遺伝子治療エレビジスのエビデンスを読み解く,25QqktS4bR4,ok,https://hinyan1016.hatenablog.com/entry/2026/02/15/033326
2026-04-14 20:22:56,17179246901354345370,バレンタインデーとは何か？ ― 欧米と日本の違いから見える文化の違い ―,0TEyoZItPtM,ok,https://hinyan1016.hatenablog.com/entry/2026/02/14/090844
2026-04-14 20:22:58,17179246901353786097,てんかん発作を見たらどうする？ ― 専門医が教える「正しい対応」と「やってはいけないこと」 ―,Vim4LEb4l4k,ok,https://hinyan1016.hatenablog.com/entry/2026/02/13/024135
2026-04-14 20:23:00,17179246901353799055,認知症とは？ ― 症状・原因・受診の目安、そして最新治療まで専門医がやさしく解説,cm9vm-5flXI,ok,https://hinyan1016.hatenablog.com/entry/2026/02/13/023949
2026-04-14 20:23:02,17179246901353671997,焦点性てんかん重積状態の急性期から亜急性期におけるMRI所見 ― DWIとASLを中心に,BCoZHq3Nzi8,ok,https://hinyan1016.hatenablog.com/entry/2026/02/12/102858
2026-04-14 20:23:05,17179246901353584747,アルツハイマー型認知症のバイオマーカー総説 ─ 2024–2025年の診断・治療実装を中心に,f1eJWY-T_MI,ok,https://hinyan1016.hatenablog.com/entry/2026/02/12/010038
2026-04-14 20:23:07,17179246901353299724,放射性ヨウ素SPECT検査における甲状腺ブロックまとめ,YuFgYTyS8zY,ok,https://hinyan1016.hatenablog.com/entry/2026/02/11/092458
2026-04-14 20:23:10,17179246901352983939,低体温症総説 ― 原因・重症度分類・意識障害・予防・治療,wt1wUtL81sg,ok,https://hinyan1016.hatenablog.com/entry/2026/02/10/091635
2026-04-14 20:23:12,17179246901352864770,認知機能検査で不合格になった高齢運転者に関して：「第1分類」患者への診察と対応ガイド,VsnDLcO5v7M,ok,https://hinyan1016.hatenablog.com/entry/2026/02/09/210130
2026-04-14 20:23:14,17179246901352855455,高齢者の難聴には補聴器を – 生活の質と認知機能を守るために,-6xBOF2tTOg,ok,https://hinyan1016.hatenablog.com/entry/2026/02/09/203327
2026-04-14 20:23:16,17179246901352733780,"一過性全健忘（Transient Global Amnesia, TGA）とは",4pa1mtchGIg,ok,https://hinyan1016.hatenablog.com/entry/2026/02/09/123357
2026-04-14 20:23:19,17179246901352501896,2026年2月初旬 インフルエンザ流行状況と対策【特にB型の動向】,5Z9LzaIteZk,ok,https://hinyan1016.hatenablog.com/entry/2026/02/08/190841
2026-04-14 20:23:21,17179246901352271304,高齢者の手の震え – 原因の見分け方と対処法を専門医が解説,zaPdIhOgjoc,ok,https://hinyan1016.hatenablog.com/entry/2026/02/08/025521
2026-04-14 20:23:23,17179246901352271019,脳神経内科に行くべき症状とは？〜見逃せないサインと受診のポイント,24FovWQ6JhQ,ok,https://hinyan1016.hatenablog.com/entry/2026/02/08/025151
2026-04-14 20:23:25,17179246901351759548,パーキンソン病における脳深部刺激療法（DBS）と集束超音波治療（FUS）,lWw3hfmQCNc,ok,https://hinyan1016.hatenablog.com/entry/2026/02/06/181934
2026-04-14 20:23:27,17179246901351758543,医師免許の取消・医業停止処分：最新事例と医師が留意すべきポイント,iF7lwk6IlD0,ok,https://hinyan1016.hatenablog.com/entry/2026/02/06/181603
2026-04-14 20:23:29,17179246901351757567,薬を飲んで吐いてしまったとき、追加で薬を飲むべきか？,knq4v6SKXcM,ok,https://hinyan1016.hatenablog.com/entry/2026/02/06/181222
2026-04-14 20:23:31,17179246901351443759,内科外来で患者から信頼を得る初診・再診対応ガイド,ew2AhgOMoBA,ok,https://hinyan1016.hatenablog.com/entry/2026/02/05/192632
2026-04-14 20:23:33,17179246901351285302,肺炎球菌性細菌性髄膜炎 – 総説,MKBHvZgIKqs,ok,https://hinyan1016.hatenablog.com/entry/2026/02/05/091609
2026-04-14 20:23:35,17179246901351230507,成人薬剤抵抗性てんかんに対するModified Atkins Diet（MAD）の臨床的意義と実装ポイント,WGvGTDVFzgU,ok,https://hinyan1016.hatenablog.com/entry/2026/02/05/021754
2026-04-14 20:23:38,17179246901350949128,視神経炎の評価：非眼科医にもわかる多面的アプローチ,Qx-r--bbFTM,ok,https://hinyan1016.hatenablog.com/entry/2026/02/04/093626
2026-04-14 20:23:41,17179246901350899544,岡田茂吉の思想と新宗教の概要 ― 浄霊・自然農法・芸術の三本柱と継承教団,2q6rPBpJ9O0,ok,https://hinyan1016.hatenablog.com/entry/2026/02/04/034813
2026-04-14 20:23:43,17179246901350701194,高度認知症・寝たきり患者で「フルコード」を求められたとき――看取りにつながる病状説明の実践ガイド,A-U8xK7Tmw8,ok,https://hinyan1016.hatenablog.com/entry/2026/02/03/135153
